epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,560.484,0.87732,0.61784,1.06879,0.69742,0.6118,0.62401,0.30926,1.81578,1.40315,1.81993,4.10454e-05,4.10454e-05,4.10454e-05
135,564.559,0.88358,0.62739,1.06447,0.69741,0.60124,0.62136,0.30999,1.81551,1.40387,1.82713,3.75337e-05,3.75337e-05,3.75337e-05
136,569.996,0.89551,0.63229,1.07661,0.71365,0.59469,0.62443,0.29754,1.84471,1.43433,1.86999,3.4227e-05,3.4227e-05,3.4227e-05
137,574.09,0.88605,0.57956,1.05711,0.70642,0.5893,0.61398,0.29316,1.8597,1.44859,1.89482,3.11268e-05,3.11268e-05,3.11268e-05
138,578.153,0.86847,0.55831,1.03944,0.71095,0.59073,0.61465,0.29193,1.85161,1.45253,1.89506,2.82345e-05,2.82345e-05,2.82345e-05
139,582.282,0.8689,0.5557,1.03892,0.70424,0.60724,0.6126,0.2931,1.83252,1.45496,1.88849,2.55513e-05,2.55513e-05,2.55513e-05
140,586.343,0.83058,0.53488,1.02901,0.73891,0.56396,0.61646,0.29757,1.81785,1.44644,1.88022,2.30784e-05,2.30784e-05,2.30784e-05
141,590.413,0.82794,0.53463,1.01909,0.65801,0.62204,0.6158,0.29852,1.80611,1.43081,1.8729,2.08169e-05,2.08169e-05,2.08169e-05
142,594.474,0.82898,0.53742,1.03212,0.66262,0.61786,0.62097,0.30121,1.80303,1.4239,1.87023,1.87678e-05,1.87678e-05,1.87678e-05
143,598.546,0.83292,0.51904,1.03066,0.6794,0.6289,0.62033,0.30001,1.80702,1.42799,1.87688,1.6932e-05,1.6932e-05,1.6932e-05
144,602.617,0.82314,0.51051,1.01941,0.67134,0.63261,0.61571,0.30048,1.81317,1.43329,1.88271,1.53102e-05,1.53102e-05,1.53102e-05
145,606.678,0.82616,0.53061,1.01634,0.66986,0.63108,0.61607,0.29744,1.81674,1.42966,1.88499,1.39032e-05,1.39032e-05,1.39032e-05
146,610.734,0.82275,0.51868,1.0212,0.67715,0.62508,0.61768,0.29841,1.82029,1.43246,1.88826,1.27117e-05,1.27117e-05,1.27117e-05
147,614.962,0.83787,0.50862,1.02914,0.70064,0.61562,0.61935,0.30009,1.82008,1.43237,1.8861,1.1736e-05,1.1736e-05,1.1736e-05
148,619.02,0.82837,0.52393,1.02222,0.72343,0.60517,0.61916,0.30217,1.81888,1.44386,1.88598,1.09768e-05,1.09768e-05,1.09768e-05
149,623.059,0.81861,0.51807,1.02548,0.72505,0.60517,0.61821,0.30212,1.81989,1.44105,1.88508,1.04342e-05,1.04342e-05,1.04342e-05
150,627.127,0.81967,0.50026,1.01892,0.72639,0.60517,0.61903,0.30226,1.82232,1.43714,1.88684,1.01086e-05,1.01086e-05,1.01086e-05
